47	Fringe and its cast and crew have been nominated and won several awards including Emmys, Saturn Awards, Golden Reel Awards, Satellite Awards, and Writers Guild of America Awards.
48	"Fringe premiered in Canada on CTV simultaneous to its U.S. premiere and was the most watched program in Canada that week. The show would fluctuate between airing on CTV and A during its first two seasons. Beginning with the third season, Fringe was broadcast on City in Canada.A version of the show (edited for time) premiered on the Nine Network in Australia on September 17, 2008. In the season one episode ""In Which We Meet Mr. Jones"", the opening scene where doctors discover a parasite on Detective Loeb's heart was cut, going straight to the opening credits.  Nine Network later dropped the show from its primetime schedule. This was temporary as the show returned during the December to January non-ratings period. The series later moved to Nine's digital multi-channel GO! where the last few seasons were played out."
49	The series premiered in the United Kingdom on Sky1 on October 5, 2008.
50	With 13 episodes in its final season, Fringe has a total of 100 episodes, a critical number for syndication deals for Warner Bros., and considered part of the reason for the show's final renewal. The show premiered in syndication on the Science Network on November 20, 2012.
51	"The first season of Fringe was released on DVD and Blu-ray Disc on September 8, 2009, in region 1. In addition to all the episodes that had been aired, extras include three commentary tracks, unaired scenes, gag reels and behind the scenes features. A ""Fringe Pattern Analysis"" feature is included on the Blu-ray version as an exclusive. The sets were released on September 28, 2009, in region 2 and on September 30, 2009, in region 4.The second season features four commentary tracks, a gag reel, deleted scenes, behind the scenes videos, and the episode ""Unearthed"", an episode, produced for the first season, which aired out of schedule during the second season. It was released on DVD and Blu-ray on September 14, 2010, in region 1, on September 27, 2010, in region 2, and on November 10, 2010, in region 4.The third season features two commentary tracks, a gag reel, behind the scenes videos, and two features exclusive to the Blu-ray version. It was released on DVD and Blu-ray on September 6, 2011, in region 1, on September 26, 2011, in region 2, and on October 26, 2011, in region 4.The fourth season includes several special features, including ""The Culture of Fringe"", a roundtable discussion with series writers and university professors regarding the science featured in the series; features on how the disappearance of Peter affects the timeline, and the role of the Observers; two features covering the Fringe comic series; and a gag reel. It was released on DVD and Blu-ray on September 4, 2011, in region 1, on September 24, 2012, in region 2, and on October 31, 2012, in region 4.The fifth season includes featurettes titled ""A Farewell to Fringe"" and ""Fringe Panel at Comic-Con 2012"", as well audio commentaries and a gag reel. It was released on Blu-ray and DVD on May 7, 2013, in region 1 and on May 13, 2013, in region 2. A complete series box set was also released on the same dates of the fifth season release in the respective regions."
52	"An alternate reality game, centered on the fictional Massive Dynamic corporation, was introduced during the pilot and featured ""strange symbols paired with glowing dots"" appearing throughout the episode and an ""advertisement"" for the company shown at the end with a web address for the game."
53	"On August 27, 2008, a prequel comic book (leading right up to the moment in the pilot where Olivia 'first' meets Walter) written by Zack Whedon was released by DC Comics under its WildStorm imprint. This was to be the first issue of a monthly 6-issue limited series but the others were delayed until January 2009, when monthly publication resumed, with the sixth and final issue scheduled for release on June 17. The Vice President of WildStorm, Hank Kanalz, explained the publication hiatus: ""The writers of the show want to make sure the comic book is integrated into the mythology of the Fringe world, so we have decided to refocus the direction of the comic book. Unfortunately, this means that we will have some delays, but will be back in January.""On June 23, 2010, the first issue of Tales From the Fringe, the second six-part monthly series, was released, while the final issue was released on November 24, 2010.Additionally, in September 2011, DC released the first issue of Beyond the Fringe comic series. With the first story written by Joshua Jackson titled ""Peter and the Machine"". Jhonen Vasquez, Becky Cloonan, Cole Fowler, Jorge Jimenez, Kristen Cantrell, Ben Templesmith, Tom Mandrake, and Carrie Strachen are among the other creators on the series. The comic issues will alternate with an 'A' story and a 'B' story each. For example, ""Peter and the Machine"" will take place in issues one, three, and so on until the story is finished and a new 'A' story starts up.An encyclopedia guide, September's Notebook — The Bishop Paradox, written by Tara Bennett and Paul Terry who had previously written the Lost Encyclopedia for Lost, was released in March 2013. A three-part series of prequel novels written by Christa Faust was released throughout 2013 and 2014. Each novel deals with a member of the Fringe team's past. The first is titled The Zodiac Paradox and is about Walter and his discovery of Cortexiphan. The second in the series is titled The Burning Man and is based on Olivia and how she was first exposed to Cortexiphan. The third is titled Sins of the Father and is about Peter's life in 2008 just before the point of time when the series starts."
54	At San Diego Comic-Con 2012, actor John Noble mentioned that a film could be made further down the line.
55	Fringe on Facebook
56	Fringe at IMDb
57	Fringepedia (archived)
58	The pilot episode of the Fringe television series premiered on the Fox network on September 9, 2008. The pilot to season 1 was written by the creators of the series—J. J. Abrams, Alex Kurtzman, and Roberto Orci—and directed by Alex Graves. The episode introduces the most central character, Olivia Dunham, portrayed by Anna Torv, an FBI special agent forced into the world of applied fringe science after a number of freak incidents. Dr. Walter Bishop, a scientist formerly incarcerated in a mental institution for over seventeen years, is portrayed by John Noble, while Joshua Jackson plays his son, Peter, who is hired by Olivia to assist with Walter and his work.
59	Although the pilot was set in and around Boston, Massachusetts, filming occurred in Toronto, Ontario, Canada. The episode cost $10 million to produce, making it one of the most expensive pilots in television history. The pilot was leaked online three months prior to its broadcast on television, leading to speculation that it was leaked deliberately to increase interest in the program. However, this was denied by executive producer Bryan Burk. The episode was generally well received by critics, and was watched by 9.13 million American viewers on its premiere.
60	A man on an international flight injects himself with an insulin pen, which releases a biological agent that quickly kills everyone aboard by causing their flesh to crystallize. The airplane's autopilot system lands the plane at Boston's Logan Airport, where various federal agencies create a task force to investigate what occurred during the flight. F.B.I. Special Agent Olivia Dunham and her partner, Agent Scott (Mark Valley), are together in bed at a motel, where Scott says that he loves her. Dunham receives a call from her boss Charlie Francis (Kirk Acevedo), who tells her to head to the airport. Dunham is added to the interagency task force headed by Phillip Broyles (Lance Reddick).
61	"Following a tip, Dunham and Scott are sent to a storage facility where they uncover a biochemical laboratory, which explodes when detonated by a suspect they are chasing. Scott is affected by the chemicals released in the explosion, and is placed into an artificial coma to slow the progression of the chemical reaction. While investigating a possible cure to Scott's condition, Dunham blackmails Peter Bishop to gain access to his father Dr. Walter Bishop, whose top-secret work at Harvard in ""fringe science"" resulted in him being sent to a mental institution. Dunham manages to release Walter from the institution; however, he becomes enraged when he discovers his laboratory in Harvard has been shut down. Broyles reopens the laboratory, where Dunham transfers Scott's body. To identify the man from the storage facility, Walter synchronizes Dunham's brainwaves with the comatose Scott's so that she can read his mind. Walter claims that syncing brainwaves, and even reanimating the dead, can be accomplished up to six hours after death. With the help of Dunham's assistant, federal agent Astrid Farnsworth (Jasika Nicole), the experiment succeeds. Dunham identifies the man in Scott's memory, Morgan Steig, as a passenger on the plane. The team learns Steig's twin brother, Richard Steig, was an employee of Massive Dynamic, a company founded by William Bell, Walter's old lab partner."
62	"Dunham goes to Massive Dynamic headquarters and meets with executive director Nina Sharp (Blair Brown), who agrees to give her all the information on Steig. The suspect is arrested and initially refuses to provide a list of the ingredients present in the toxin, but Peter's threat of exposing him to the chemicals causes him to reveal the ingredients. The information provides a cure for Scott. The suspect reveals that he did not sell his chemicals, but was forced into what he did by someone from Dunham's office. The suspect leads Dunham to a buried tape recording of his phone conversations about the chemicals and the attack, where Dunham realizes that Scott was involved with the attack from the beginning. While she races back to the hospital, Scott awakens and kills the suspect. He is chased by Dunham, but crashes his car and is mortally wounded. Before he dies, Scott asks Dunham why Broyles would send her to investigate the storage units in the first place. Dunham convinces the Bishops to stay and help her with her new work, which Broyles describes as a task force to investigate events related to ""the pattern"". Elsewhere, Scott's dead body is brought to a Massive Dynamic high-tech lab, where Sharp orders that Scott be interrogated, since he has only been dead for five hours."
63	"Co-creator J. J. Abrams' inspiration for Fringe came from a range of sources, including the writings of Michael Crichton, the Ken Russell film Altered States, and the television series The X-Files and The Twilight Zone. The specific story for Fringe was developed during long conversations between series creators Abrams, Roberto Orci and Alex Kurtzman. The team was discussing several different options, and the idea behind Fringe appealed to them most because it contained a long-term story and characters' backstories which were not ""evident but alluded to in the pilot."" The team spent a lot of time thinking about the ""trifecta of characters"" that they needed to have in the series, and why there were uniquely interesting. The creators decided on the idea of a father-son story because it was compelling and accessible, ""you don't necessarily have to know anything about science, because everyone has a parent and everyone has issues with a parent. And I think for us it's always about coming into it through character."" Orci stated that the series is a combination of a procedural and an ""extremely serialized and very culty"" series, quoting as examples of each, Law & Order and Lost.The first actors cast in the pilot were Kirk Acevedo and Mark Valley in mid January 2008. John Noble and Lance Reddick were next to be cast, although it was incorrectly believed that Tomas Arana had been cast in Reddick's role. This was followed by the casting of Anna Torv, Blair Brown and Jasika Nicole. Abrams said that Torv was cast because she was a combination of ""sophistication, great talent, amazing looks and a complexity that is the key to the character being an interesting central character."" Kurtzman felt that she was someone ""you want to spend time with"", which was critical to a series about science. Joshua Jackson was the last series regular to be cast. Jackson auditioned for the role of James T. Kirk in Abrams' Star Trek and believed this is what impressed the producer to cast him in his television project. According to Abrams, Jackson's casting was ""very last minute.""While the pilot was set in and around Boston, production was set in Toronto, Ontario, Canada. The episode cost $10 million to produce, making it one of the most expensive pilots in television history. Following the pilot's filming, production for the series moved to New York. The producers were forced to hire a new cow for the remainder of the season because they were not allowed to transport the original cow from Canada to New York. Production team members noted that they were prepared to paint new cows if viewers noted the differences in spots.Three months prior to its broadcast, an incomplete version of the pilot was released through BitTorrent clients, fueling speculation that it was leaked deliberately to increase interest in the program. Executive producer Burk denied the claims, saying that ""we hate putting anything out there until it's done, and that's really the reason why you guys didn't get any advance copies."" Abrams said that while the production crew ""freaked out"" about the leak, he was pleased that the ""response has been much more positive than not, especially for something that wasn't completed yet."" The broadcast version of the pilot had new scenes added while other scenes were removed; Abrams also said that there was ""tightening and moving some moments here and there"", and the ending was entirely different. Burk also stated that the composer, Michael Giacchino, had not finished his score at the time of the leak, and the most of the featured music was temp music. A variation of a piece of Giacchino's music called ""Hollywood and Vines"" used in the pilot was originally featured on Lost, as it was created for that show, also created by Abrams."
64	"""Pilot"" was watched by 9.13 million American viewers, with ratings improving over the course of the episode. The episode garnered a 3.2/9 Nielsen ratings in the key 18- to 49-year-old demographic, and was the 12th most watched series of the week. The 3.2 refers to 3.2% of all people of ages 18–49 years old in the U.S., and the 9 refers to 9% of all people of ages 18–49 years old watching television at the time of the broadcast in the U.S. The pilot officially premiered at the 2008 Television Critics Association tour, where it received mixed to positive reviews from critics."
65	"Metacritic gave the episode a Metascore—a weighted average based on the impressions of a select 25 critical reviews—of 67, signifying generally favorable reviews. Barry Garron of The Hollywood Reporter found it promising because ""it is reminiscent of better-of-the-sexes charm."" USA Today's Robert Bianco said, ""what Abrams brings to Fringe is a director's eye for plot and pace, a fan's love of sci-fi excitement, and a story-teller's gift for investing absurd events with real emotions and relatable characters."" Travis Fickett of IGN gave the pilot 7.6 out of 10, calling it ""a lackluster pilot that promises to be a pretty good series."" Tim Goodman of San Francisco Chronicle remarked that despite ""some flaws in it—mostly from a clash of tones—it still overdelivers on creativity, creepiness, fine acting and burgeoning character development."" Chicago Sun-Times' Misha Davenport called it an ""update of The X-Files with the addition of terrorism and the office of Homeland Security.John Doyle of The Globe and Mail called the pilot ""splendidly made."" However, Doyle considered the instance of Torv stripping to a bikini ""indulgent"", and questioned the wisdom of making ""her body an object of scrutiny"" in the first episode. Matthew Gilbert of Boston Globe wrote that ""after the electrifying start, Fringe unfolds as an uneven, unwieldy piece of work that provides very few chills and thrills."" LA Weekly's Robert Abele found Fringe is ""a smorgasbord of a show, but one a little too synthetically engineered to allow you the chance to discover what it is."" John Leonard of New York was skeptical of the premise and storyline, but found Torv ""wonderfully played"" her character. Heather Havrilesky of Salon.com felt the plot was too over-the-top, and described Abrams as ""the ultimate boyish idiot-savant imaginator... He can't exercise a little self-restraint.""The pilot episode was negatively received by the conservative ""family values"" advocacy group Parents Television Council, who named the show the worst of the week and denounced the ""excessive violence and gore."""
66	Fringe episodes
67	"""Pilot"" at Fox"
68	"""Pilot"" at IMDb"
69	"""The Same Old Story"" is the second episode of the first season of the American science fiction drama television series Fringe. The episode was written by executive producer Jeff Pinkner and co-creators J. J. Abrams, Alex Kurtzman, and Roberto Orci.  When developing the series, they sought to find a medium between serialized drama and the crime procedural. ""The Same Old Story"" was the first regular episode of Fringe, and journalists viewed it as an example of what they could expect from the series. It was directed by Paul A. Edwards."
70	After a newborn baby rapidly ages into an 80-year-old man, Fringe division agent Olivia Dunham (Anna Torv) and consultants Peter (Joshua Jackson) and Walter Bishop (John Noble) investigate. They tie the case to the murders of young women, who have all had their pituitary glands removed. It is revealed that Dr. Claus Penrose (Mark Blum), an expert in progeria, is working to help his son Christopher (Derek Cecil) stay alive, as he suffers from rapid aging syndrome.
71	"""The Same Old Story"" first aired in the United States on September 16, 2008 on Fox. An estimated 13.272 million viewers watched the episode, a 45 percent increase from the series premiere. The episode received mixed reviews from television critics – reviewers thought it was an improvement from the previous episode but faulted it for containing plot contrivances."
72	"A prostitute is abandoned by an unknown man at a hospital, dangerously in labor. She dies as the doctors perform a caesarean section, but the child ages rapidly in minutes, soon dead having aged to the likes of a 90-year-old man. Olivia Dunham (Anna Torv), Peter Bishop (Joshua Jackson), and Walter Bishop (John Noble), new members of the Fringe division, are called to investigate by division head Phillip Broyles (Lance Reddick), believing the case to be part of ""The Pattern"", a string of mysterious incidents. The woman is identified as having recently left a local motel, and Olivia finds evidence that points to a past serial murder case she and her former partner John Scott were not able to solve. Olivia explains to Peter that their murderer would paralyze his victims, young women, then make an incision along their face to extract a piece of brain material, killing the victim in the process. Walter takes both corpses back to his lab and determines that the woman had only been pregnant minutes before giving birth, her child having a preternatural form of accelerated aging disease. Walter is reminded of having previously done work in this field, and remembers where he stashed his car that contains the related files. Once they are retrieved, Olivia makes a connection to the pituitary gland which controls growth in humans, and informs Charlie Francis (Kirk Acevedo) to monitor recent cases where the victims' pituitary gland has been removed."
73	Olivia and Peter turn to an expert in progeria, Dr. Penrose (Mark Blum), to try to learn more about rapid aging, but Dr. Penrose cannot help them further, though Peter suspects he is hiding something. Unseen by the Fringe division, Dr. Penrose visits an abandoned warehouse and meets the murderer, Christopher (Derek Cecil), his son, who suffers from rapid aging syndrome. Penrose warns Christopher to be careful and that they only need one more woman to complete the process.  By this time, Charlie has found a recent murder victim killed in the same fashion as Olivia's serial murderer. At Walter's lab, they identify the pituitary gland has been removed. They rationalize the murderer must extract hormones from the glands to slow down his own aging process.  Walter hypothesizes they can discover the location of the crime by looking at the images left in the woman's optical nerves induced by the paralyzing sedative. Borrowing an electronic pulse camera from Massive Dynamic, they discover the image of a suspension bridge near Stoughton and identify the likely location from which it was viewed—the same warehouse that Dr. Penrose visited. The FBI converge on the building, and Olivia and Peter find Penrose about to cut into another victim. Olivia chases off after Christopher, who eventually succumbs to his rapid aging and dies, while Peter, after nicking Penrose with a bullet, confers with Walter to apply a makeshift defibrillator to bring the victim back to life.
74	As they wrap up the case, Olivia, Peter, and Walter complete forms to finalize their position in the Fringe division. When Peter is out of earshot, Walter learns from Olivia that the FBI medical files on Peter's childhood are void of any details.
75	"Co-creators J. J. Abrams, Alex Kurtzman and Roberto Orci, and executive producer Jeff Pinkner wrote the episode. Paul A. Edwards served as the director, his first such credit for the series. In developing Fringe, the co-creators did not want to make the series too serialized, as this was a complaint often directed at Abrams' television series Alias. They wanted to find a balance between standalone stories and serialized content, and studied procedural dramas such as Law and Order and CSI: Crime Scene Investigation for inspiration. Kurztman explained, ""While we make sure that our episodes are self-contained – have a beginning, a middle, and an end – the character stories can be serialized. They don't have to resolve themselves over the course of one show."" ""The Same Old Story"" was Fringe's first regular episode, and some journalists viewed it as an example of how the series would be structured.The episode was based on actual recent research and involved much collaboration among the series' different departments. For the scene in which they remove the victim's eyeball, the special effects crew created a mold based on actress Elizabeth Stanley's head. Using plaster to make a prosthetic, they ""drilled out the eyeball and sculpt[ed] it open and [went] through a series of molds."" Stanley stated that ""it's really cool to see the head because it really does look just like me, even though it's very gruesome because the eyeball's popping out."" The prop department rigged a weapon which they called a ""photon gun""; according to prop master Peter Gelfman, this gun was based on real devices employed in airport security that look through people's clothing for concealed weapons. VFX Supervisor Christopher Scollard explained that for the eye's last vision, they used ""a lot of actual photographic reference on the set and on the location,"" which they then used to ""take that imagery and composite it into the various computer monitors and displays in the lab.""""The Same Old Story"" featured guest appearances by actors Derek Cecil as Christopher Penrose and Mark Blum as his father, Dr. Claus Penrose. Other guest actors included Betty Gilpin as Loraine ""Amber"" Daisy Alcott, Bernie McInerney as old Christopher Penrose, Carmen Goodine as Amy, Ty Jones as a doctor, and Karin Agstam as John Scott's sister."
76	"""The Same Old Story"" was watched by 13.272 million viewers in the United States, a 45 percent increase of four million from the pilot. Fox claimed that this ratings improvement was the best for any new network drama series in over five years. Its high-rated lead-in, House, helped boost Fringe's ratings for the night, as 93 percent of House's total audience and 95 percent of 18- to 49-year-olds stayed to watch Fringe.  Fringe was also the highest rated program for male 18- to 54-year-olds that evening."
77	"""The Same Old Story"" received mixed reviews from television critics. TV Squad writer Jane Boursaw thought the episode seemed ""all over the place"", and wasn't sure what to think. She stated the two most interesting parts of the episode were when Walter removed the girl's eye in order to identity her killer, and the cliffhanger at the very end, when Walter states ""If you've read my file, then you know the truth about Peter's medical history"". Travis Fickett of IGN thought it was better than the pilot; though it was ""laden with lots of clunky exposition and clichéd dialogue,"" Fickett understood that it was needed to acquaint new viewers to the show. Fickett concluded his review by saying Fringe has the potential to be a ""great show"", and he also praised the production level as ""top notch"", and Torv's performance as ""very good"" as she ""brings a unique presence to the show"". The A.V. Club critic Noel Murray gave the episode a C+, while Television Without Pity graded it with a B."
78	"Josh Jackson of Paste Magazine disliked the ""deus ex machina"" aspects that ""neatly solved the puzzles of the first two episodes"", and also criticized perceived ""plot contrivances"" like how the serial murderer immediately began aging once interrupted from killing his last victim. Despite these flaws, Jackson said he would tune in next week because he would ""rather have a show err on the side of unbelievable than unremarkable, and I'm interested to see if Abrams has any more tricks up his sleeve"". Erin Fox of TV Guide also liked ""The Same Old Story"" better than the pilot because she thought that it ""had really cool special effects, awesome Walter-isms, and actual chemistry forming between Olivia and Peter"", and ""we also got to delve more into the connections between Walter, Nina Sharp, Massive Dynamic and the government and the experiments they conducted before Walter was institutionalized"".A UGO Networks columnist was concerned that the expensive pilot would be hard to translate into weekly episodes, but ""after sitting down to watch Fringe's second episode, ""The Same Old Story"", my concerns have vanished. Fringe's second episode represents all that is holy about genre programming without sacrificing any of Fringe's eleven-herbs and spices. In fact, the subtle framework of what makes Fringe not X-Files is even better defined in the first weekly-episode. I'd struggled to find the word to describe it, and the winner is 'condensed'. ""The Same Old Story"" has all of the sense of mystery, discovery, and humor that the pilot had just in a smaller, more combustible space."" Another UGO writer, Alex Zalben, later compared ""The Same Old Story"" to the similarly-plotted The X-Files episode ""Død Kalm"". Zalben concluded that ""Fringe wins this one, just for having a slightly less stupid explanation."""
79	"""The Same Old Story"" at Fox"
80	"""The Same Old Story"" at IMDb"
81	"""The Ghost Network"" is the third episode of the first season of the American science fiction drama television series Fringe. The episode was written by co-executive producer David H. Goodman and supervising producer J. R. Orci, and was directed by Frederick E. O. Toye. The episode follows the Fringe team's investigation into a bus that was filled with amber, encasing the people inside. They discover a man named Roy (Zak Orth) who predicted it and other similar events, and Walter realizes Roy has connections to a past experiment he did over twenty years ago, called the ""Ghost Network""."
82	"The episode was important in the show's evolution, as the writers noted that Roy was the first guest character the audience could get emotionally invested in. ""The Ghost Network"" also included their quest to explain seemingly impossible and weird phenomenon through a real scientific explanation from Walter's past research."
83	It  first aired on the Fox network in the United States on September 23, 2008. An estimated 9.42 million viewers watched the episode on its first broadcast. It received mixed reviews, with many believing the show to be finally finding its legs, while others worried over the ongoing formulaic storylines featured in each episode.
84	"A man named Roy McComb (Zak Orth) confesses to his priest that he sees visions of bad things, including a bus where everyone is going to die. Simultaneously with this scene, a man enters a bus, unleashes a canister emitting gaseous fumes, and steals a backpack before quickly getting off. The Fringe team arrives soon after, only to find the fumes have hardened into an amber-like substance, trapping and killing those inside. Walter (John Noble) studies the substance and concludes it started out as a gas and then solidified, suffocating the passengers. While looking at a victim's video footage, Olivia (Anna Torv) discovers a backpack is missing, and traces it back to one of the victims, a Federal employee with undercover connections to a drug cartel. They interview her ""handler"", who comes to identify her body. The Fringe team finds out about Roy, and search through his apartment, believing he is behind the bus and other Pattern-related terror attacks. They soon realize all of his drawings are dated before the incidents took place, despite the fact that several of them were never made public. In an interrogation, Roy tells Charlie (Kirk Acevedo) he's been receiving his visions for nine months, roughly when they began seeing Pattern-related attacks."
85	"Meanwhile, they trace the substance to Massive Dynamic. Olivia interviews Massive Dynamic executive Nina Sharp (Blair Brown), who tells her the substance has been seen in an attack before.  Walter suspects Roy is psychic and runs tests on him before realizing Roy has some kind of magnetic compound in his blood. This leads Walter to recall he and his old lab partner William Bell had conducted research on creating a ""Ghost Network"" to secretly communicate messages from one person to another in an otherwise undetectable frequency range. During this research, Roy was one of his past test subjects. Walter further theorizes that someone else has perfected his research, and that Roy is overhearing secret messages from some of the people behind the terrorist attacks. Olivia and Peter (Joshua Jackson) arrive at his old house to find equipment needed to tap into Roy's mind."
86	Using the equipment, they are able to intercept messages in Latin detailing an upcoming exchange at South Station in an hour. They realize the handler removed a small crystalline disk from the Federal agent's hand when he identified her body, and that he is now going to exchange it for something else. Olivia intercepts the man, who is killed before she can talk to him. She chases another man involved in the exchange, who commits suicide in front of a bus after giving them a briefcase containing the disc. Phillip Broyles (Lance Reddick) secretly gives the disc to Nina for analysis, while Roy is sent home, as they believe he will no longer see visions because the Ghost Network has been compromised.
87	"Executive producer Jeff Pinkner decided he wanted fellow executive producer David H. Goodman and supervising producer J. R. Orci to collaborate in writing the episode; Goodman wrote the first half, while Orci wrote the rest of the episode. The two later worked together on only one other episode, ""The Equation"". Frederick E. O. Toye directed the episode, as he had worked previously with the writers on Alias. The writers had the idea for a couple of weeks of Olivia walking into an apartment and discovering walls covered with drawings of events that ""no man could possibly have known about"". They wanted to take ""urban myths or legends of strange events"" and come up with a fringe science equivalent; this led them to creating the story of Roy, a man with seemingly ""psychic"" abilities, which they then expanded by offering a real scientific explanation in the form of Walter's past research. In the show's early development, the producers were also unsure about how other aspects should be developed, such as Joshua Jackson's character Peter. For instance, in ""The Ghost Network"", they debated whether or not Peter would break into his childhood home before finally ""stalling and just let him do it""; Orci came up with Peter's explanation to Olivia, that he used to live there so it wasn't really breaking in."
88	"The character Roy McComb was played by actor Zak Orth. Roy's name was inspired from Richard Dreyfuss' character Roy Neary in Close Encounters of the Third Kind. The writers noted in the audio commentary that Roy was the first guest character the audience could get emotionally invested in. They wanted the actor to shave off his hair in preparation for the experimentation scene in Walter's lab, but Orth successfully ""begged"" them to change their minds. When casting for the part of Grant, the writers looked for a man similar in appearance to previous character John Scott (Mark Valley), as they wanted ""to play into whatever Olivia's feelings about how she was or was not betrayed by John"". Peter Hermann won the part."
89	"Orci came up with the idea to start the episode in a church's confessional, while the ambered scene on the bus was originally scripted to take place on a subway; one of the writers felt the bus ""let you see more of the city"". Early in the show's creation the writers were trying to figure out what Fringe could be, and ultimately chose ""big crazy event[s]"" at the start of each episode that would catapult its plot and drive its characters. They felt the bus scene essentially achieved this. When creating the scene on the bus when the gas canister is released, the crew sat on a bus that was really driving through the streets of New York City; director Frederick Toye called the shooting ""Student film style, run and gun"". To shoot the three scenes of the bus in the tunnel, the crew looked at a variety of locations before choosing a tunnel near the United Nations headquarters on the east side of Manhattan. As it was a busy area, they had to shoot at night and then attempt to make it appear to be daytime, as the scenes were set during the day. They had a limited schedule to shoot all three scenes, and despite never having seen the tunnel before, the production crews had 8–9 hours to quickly set up the massive set and leave enough time to shoot the scenes before dawn approached. To simulate being encased in amber, the actors had to pretend they were frozen.The episode marked the first time composer Michael Giacchino worked with assistant Chad Seiter on a Fringe episode. Seiter would continue to score the rest of the season's first half. Joshua Jackson's character briefly plays the piano in a scene near the end of the episode, and it is really Jackson playing. The writers noted in the audio commentary that Jackson can actually play the piano, and that when he receives musical scenes, he learns the piece(s) beforehand to be able to play it for the scene."
90	"""The Ghost Network"" first aired in the United States on September 23, 2008. The episode's broadcast was watched by an estimated 9.42 million viewers in the US."
91	"The episode received mixed reviews. The A.V. Club's Noel Murray graded the episode with a B, explaining that while he thought it was ""much more fun"" than the previous week's episode and enjoyed Peter's expanded presence, he was growing slightly wearied by the ""hint-dropping"" of Peter's past. Murray thought the climax was ""so exciting"" that he was willing ""to forgive the fact that this is the third week in a row that Walter's big idea has involved some kind of communication with the unconscious"". IGN's Travis Fickett rated it 7.5/10, writing that he thought it was a solid episode because the ""characters are coming together nicely, the story is better than last week's – but already it seems the show is hitting a formula"". Fickett expressed worriment that Fringe would eventually become too formulaic, much like the first season of Smallville, and concluded his review by calling Fringe ""a solid show, but [not] exceptional yet"".Writing for Mania.com, Stephen Lackey thought that though the episode wasn't perfect, Fringe had finally seemed to hit its stride, as its ""mix of humor and darker storytelling... is starting to come together nicely"". Lackey concluded his review by expressing his ""excitement"" at watching Fringe get better and better, and thought the show could become the best new series of the year if it continued to improve with each episode. Another UGO writer, Alex Zalben, compared ""The Ghost Network"" to the similarly-plotted The X-Files film The X-Files: I Want to Believe. Zalben wrote, ""Man, that X-Files movie was just no good. Fringe wins."""
92	"""The Ghost Network"" at Fox"
93	"""The Ghost Network"" at IMDb"
94	"""The Arrival"" is the fourth episode of the first season of the American science fiction drama television series Fringe. The episode was written by the series co-creator and executive producer J. J. Abrams and executive producer and show runner  Jeff Pinkner. Paul A. Edwards directed it."
95	"The episode concerns a mysterious cylindrical object called ""The Beacon"" which appears at a construction site in New York City.  The story also involves the relationship between Walter Bishop (John Noble) and the mysterious Observer (Michael Cerveris in his first feature appearance)."
96	"""The Arrival"" first aired in the United States on September 30, 2008 on the Fox Network to more than 10 million viewers. It received positive to mixed reviews, with many praising the new revelations about the Observers."
97	"At a diner in Brooklyn, New York, a bald man with no eyebrows sits down at a table and orders a raw roast beef sandwich with eleven jalapeño peppers and a glass of room temperature water. When the sandwich arrives, he drowns it in Tabasco sauce and black pepper and wolfs it down in large, quick bites, to the bemusement of the diner staff. During this time he is also watching the construction site across the street through high-tech binoculars and taking notes from right to left in unrecognizable characters. The ground shakes and a gas main explodes at the site, toppling a crane. The bald man—the Observer—calmly pays for his sandwich and wanders to the gaping hole where the construction site was. On a wireless phone, he says ""It has arrived."""
98	In their shared hotel room Walter keeps Peter awake by reciting the chemical formula for root beer. The next morning Peter expresses his unhappiness with the arrangement to Olivia (Anna Torv) and tells her he wants to leave. She can't let him do that, telling him that Walter refuses to work without him. The Fringe Team investigates the object that arrived in Brooklyn, a cylinder that is determined to vibrate at a particular frequency. In the course of the investigation, Walter assaults and forcibly sedates Junior Agent Astrid Farnsworth (Jasika Nicole) in order to hide the cylinder. He later meets with the bald man at a diner.
99	"Meanwhile, a violent criminal named John Mosley (Michael Kelly) is also searching for the Beacon. After killing one of Olivia's mentors, Mosley kidnaps and tortures Peter to find out the location. After he recovers the beacon from the grave of Robert Bishop, John Mosley is taken down by Olivia. The beacon escapes into the earth, and The Observer reports that its departure was ""on schedule."" Peter confronts The Observer about the beacon, only to have a gibberish conversation that implies that the Observer knows what Peter is going to say before he says it, or, as Peter puts it, ""he knew me [...] he was inside my head."" The Observer then knocks Peter out with an advanced sort of stun gun."
100	"After being hospitalized for his injuries, Peter admits to Olivia that his experience with The Observer has caused him to start to believe in The Pattern. Peter decides that he wants to stay with the Fringe team until he gets some explanations. Walter apologizes to Astrid, who doesn't yet forgive him. Walter admits to Peter that, during an accident many years ago, a mysterious third party saved both their lives. The man was bald and had no eyebrows, who ""knew my [Walter's] thoughts before I did."" Walter admits that his behaviour regarding the capsule, and his desire to protect it, was motivated by his debt to this bald man, and that the capsule somehow contained instructions from this man. At the end of the episode, Olivia returns home, and sees recently deceased lover John Scott (Mark Valley) in her kitchen. He greets her with ""Hello, Liv."""
